f371faa6-33a8-11ee-8656-0242ac120002,Nissan,Pathfinder,2023,SUV,"Blue, White, Black",Gasoline,Automatic,120,"33,000",4.7/5,"1,400"
f383c592-33a8-11ee-8656-0242ac120002,Subaru,Crosstrek,2023,SUV,"Orange, Black, White",Gasoline,CVT,130,"27,495",4.6/5,"2,000"
f3968a60-33a8-11ee-8656-0242ac120002,Toyota,4Runner,2023,SUV,"Black, White, Silver",Gasoline,Automatic,115,"36,585",4.6/5,"1,100"
f3affb80-33a8-11ee-8656-0242ac120002,Ford,Edge,2023,SUV,"White, Gray, Blue",Gasoline,Automatic,130,"32,650",4.8/5,"1,800"
f3c27e68-33a8-11ee-8656-0242ac120002,Chevrolet,Equinox,2023,SUV,"Black, Red, Silver",Gasoline,Automatic,125,"27,900",4.6/5,"1,900"
f3d6712a-33a8-11ee-8656-0242ac120002,Honda,HR-V,2023,SUV,"Green, White, Gray",Gasoline,CVT,120,"24,650",4.5/5,"2,200"
f3e82dde-33a8-11ee-8656-0242ac120002,Mercedes,S-Class,2023,Sedan,"Black, Silver, White",Gasoline,Automatic,155,"99,950",4.9/5,400
f3fe98d0-33a8-11ee-8656-0242ac120002,Jeep,Compass,2023,SUV,"Red, White, Black",Gasoline,Automatic,125,"26,350",4.7/5,"2,200"
f4122f76-33a8-11ee-8656-0242ac120002,Volkswagen,Atlas,2023,SUV,"Silver, Blue, White",Gasoline,Automatic,130,"33,450",4.7/5,"1,800"
f42466e6-33a8-11ee-8656-0242ac120002,Nissan,Sentra,2023,Sedan,"Red, Black, Blue",Gasoline,CVT,125,"20,450",4.6/5,"2,600"
f436a87e-33a8-11ee-8656-0242ac120002,Subaru,Legacy,2023,Sedan,"Gray, Blue, Black",Gasoline,CVT,130,"26,245",4.7/5,"1,500"
f44a921c-33a8-11ee-8656-0242ac120002,Lexus,RX,2023,SUV,"White, Silver, Black",Gasoline,Automatic,120,"46,800",4.8/5,"1,200"
f45e2ef8-33a8-11ee-8656-0242ac120002,BMW,5 Series,2023,Sedan,"Black, Gray, White",Gasoline,Automatic,130,"54,700",4.8/5,800
f472c962-33a8-11ee-8656-0242ac120002,Mazda,Mazda6,2023,Sedan,"White, Black, Gray",Gasoline,Automatic,130,"27,550",4.7/5,"1,300"
f48487ec-33a8-11ee-8656-0242ac120002,Toyota,Tacoma,2023,Truck,"Red, Black, Silver",Gasoline,Automatic,120,"35,950",4.8/5,"1,800"
f498dd8c-33a8-11ee-8656-0242ac120002,Audi,Q7,2023,SUV,"Black, Gray, White",Gasoline,Automatic,130,"54,800",4.8/5,"1,100"
f4a9c9bc-33a8-11ee-8656-0242ac120002,Ford,Bronco,2023,SUV,"Blue, Black, Gray",Gasoline,Automatic,120,"33,790",4.8/5,"1,900"
f4bde5aa-33a8-11ee-8656-0242ac120002,Honda,Odyssey,2023,Minivan,"Gray, White, Silver",Gasoline,Automatic,120,"36,500",4.7/5,"1,500"
f4d279f2-33a8-11ee-8656-0242ac120002,Kia,Sportage,2023,SUV,"Black, Silver, Red",Gasoline,Automatic,120,"25,000",4.6/5,"2,200"
f4e65efe-33a8-11ee-8656-0242ac120002,Chevrolet,Bolt EUV,2023,SUV,"Silver, Blue, Black",Electric,Automatic,120 (est.),"33,995",4.9/5,900
f4f77824-33a8-11ee-8656-0242ac120002,Toyota,Prius,2023,Hatchback,"Blue, White, Gray",Hybrid,CVT,115 (est.),"27,900",4.7/5,"1,200"
f507f938-33a8-11ee-8656-0242ac120002,GMC,Acadia,2023,SUV,"Red, Black, White",Gasoline,Automatic,130,"33,900",4.7/5,"1,500"
f5190f70-33a8-11ee-8656-0242ac120002,Lexus,NX,2023,SUV,"Silver, Black, Blue",Gasoline,Automatic,120,"37,510",4.8/5,"1,100"
f52b881c-33a8-11ee-8656-0242ac120002,Ford,Mustang,2023,Coupe,"Red, Black, Blue",Gasoline,Automatic,155,"28,700",4.8/5,"1,500"
f53fa824-33a8-11ee-8656-0242ac120002,Toyota,Sienna,2023,Minivan,"White, Gray, Black",Gasoline,Automatic,115,"34,750",4.7/5,"1,900"
f551e6d8-33a8-11ee-8656-0242ac120002,Honda,Civic,2023,Sedan,"Red, Black, Silver",Gasoline,CVT,120,"21,700",4.7/5,"2,300"
f56ad544-33a8-11ee-8656-0242ac120002,Subaru,Ascent,2023,SUV,"Blue, Black, White",Gasoline,CVT,120,"33,420",4.7/5,"1,800"
f57f4452-33a8-11ee-8656-0242ac120002,Nissan,Versa,2023,Sedan,"White, Gray, Black",Gasoline,CVT,115,"19,490",4.6/5,"2,100"
f59717a8-33a8-11ee-8656-0242ac120002,Chevrolet,Trax,2023,SUV,"Silver, Red, Black",Gasoline,Automatic,120,"22,595",4.6/5,"2,400"
f5abd030-33a8-11ee-8656-0242ac120002,Hyundai,Sonata,2023,Sedan,"White, Gray, Black",Gasoline,Automatic,120,"26,650",4.7/5,"2,100"
f5bd8bf4-33a8-11ee-8656-0242ac120002,Lexus,IS,2023,Sedan,"Silver, Black, White",Gasoline,Automatic,130,"41,050",4.8/5,"1,000"
f5cfd854-33a8-11ee-8656-0242ac120002,Ford,Ranger,2023,Truck,"Red, Black, Gray",Gasoline,Automatic,120,"28,570",4.7/5,"1,400"
f5e0d78a-33a8-11ee-8656-0242ac120002,Toyota,Tundra,2023,Truck,"White, Gray, Black",Gasoline,Automatic,120,"42,700",4.7/5,"1,800"
f5f46d18-33a8-11ee-8656-0242ac120002,Kia,Carnival,2023,Minivan,"Gray, Black, White",Gasoline,Automatic,120,"35,600",4.8/5,"1,700"
f606dd22-33a8-11ee-8656-0242ac120002,Subaru,Outback,2023,SUV,"Blue, Black, Silver",Gasoline,CVT,120,"31,945",4.7/5,"1,600"
f619da4e-33a8-11ee-8656-0242ac120002,Nissan,Frontier,2023,Truck,"Red, Black, Gray",Gasoline,Automatic,120,"28,950",4.6/5,"2,000"
f62ce184-33a8-11ee-8656-0242ac120002,Hyundai,Venue,2023,SUV,"Black, Gray, White",Gasoline,CVT,115,"20,400",4.6/5,"2,300"
f6416078-33a8-11ee-8656-0242ac120002,Genesis,GV80,2023,SUV,"Gray, White, Black",Gasoline,Automatic,120,"47,700",4.8/5,900
f652daf6-33a8-11ee-8656-0242ac120002,Chevrolet,Camaro,2023,Coupe,"Red, Black, White",Gasoline,Automatic,155,"25,000",4.7/5,"1,600"
f667d08c-33a8-11ee-8656-0242ac120002,Honda,Fit,2023,Hatchback,"Blue, Black, Gray",Gasoline,CVT,115,"17,600",4.6/5,"2,400"
f67a979e-33a8-11ee-8656-0242ac120002,Ford,Maverick,2023,Truck,"Red, Black, Gray",Gasoline,Automatic,130,"21,820",4.8/5,"1,700"
f68d2b16-33a8-11ee-8656-0242ac120002,Toyota,Camry,2023,Sedan,"White, Gray, Black",Gasoline,Automatic,120,"26,170",4.7/5,"1,600"
f69ec510-33a8-11ee-8656-0242ac120002,Kia,Soul,2023,Hatchback,"Black, Gray, White",Gasoline,CVT,115,"21,490",4.6/5,"2,200"
460c9a6e-3395-11ee-8cd0-0242ac120002,Chevrolet,Corvette,2023,Convertible,"Red, Black, White",Gasoline,Automatic,190,"75,590",4.9/5,"1,000"
461aafd2-3395-11ee-8cd0-0242ac120002,Ford,Explorer,2023,SUV,"Blue, White, Silver",Gasoline,Automatic,130,"37,775",4.8/5,"1,800"
464a9ef4-3395-11ee-8cd0-0242ac120002,GMC,Acadia,2023,SUV,"Red, Black, White",Gasoline,Automatic,130,"33,900",4.7/5,"1,600"
4791060e-3395-11ee-8cd0-0242ac120002,Chevrolet,Bolt EUV,2023,SUV,"Silver, Blue, Black",Electric,Automatic,120 (est.),900,,
49a234fe-3395-11ee-8cd0-0242ac120002,Chevrolet,Bolt EUV,2023,SUV,"Silver, Blue, Black",Electric,Automatic,"120 (est.)  Vision Camera, Lane Keep Assist with Lane Departure Warning",900,,
49b11898-3395-11ee-8cd0-0242ac120002,Tesla,Model 3,2023,Sedan,"Black, Silver, Blue",Electric,Automatic,140 (est.),"45,000",4.8/5,"1,300"
49bf1128-3395-11ee-8cd0-0242ac120002,Jeep,Wrangler,2023,SUV,"Red, Black, Gray",Gasoline,Automatic,110,"33,590",4.7/5,"1,600"
49cd48e2-3395-11ee-8cd0-0242ac120002,Audi,A5,2023,Coupe,"Blue, White, Black",Gasoline,Automatic,130,"45,000",4.8/5,"1,900"
49d9c43c-3395-11ee-8cd0-0242ac120002,Subaru,Outback,2023,Wagon,"Silver, Green, Black",Gasoline,Automatic,135,"27,845",4.7/5,"1,400"
49e6e356-3395-11ee-8cd0-0242ac120002,BMW,X5,2023,SUV,"White, Gray, Black",Gasoline,Automatic,155,"62,695",4.8/5,"1,800"
49f899ac-3395-11ee-8cd0-0242ac120002,Nissan,Rogue Sport,2023,SUV,"Blue, White, Gray",Gasoline,CVT,130,"23,430",4.6/5,"1,700"
4a0520aa-3395-11ee-8cd0-0242ac120002,Volvo,XC40,2023,SUV,"Black, White, Silver",Gasoline,Automatic,140,"35,700",4.8/5,"1,600"
4a1446c0-3395-11ee-8cd0-0242ac120002,Mazda,MX-5 Miata,2023,Convertible,"Red, Black, White",Gasoline,Manual,120,"27,775",4.7/5,"1,000"
4a22308c-3395-11ee-8cd0-0242ac120002,Lexus,ES,2023,Sedan,"White, Black, Gray",Gasoline,Automatic,130,"40,325",4.8/5,"1,900"
4a303ac4-3395-11ee-8cd0-0242ac120002,Subaru,Forester,2023,SUV,"Blue, Black, Gray",Gasoline,CVT,130,"25,195",4.7/5,"1,500"
4a3d522c-3395-11ee-8cd0-0242ac120002,Audi,Q5,2023,SUV,"Black, White, Gray",Gasoline,Automatic,130,"45,600",4.7/5,"2,100"
83833126-3392-11ee-872d-0242ac120002,Hyundai,Santa Fe,2023,SUV,"Blue, White, Black",Gasoline,Automatic,130,"27,700",4.6/5,"1,700"
8392eff8-3392-11ee-872d-0242ac120002,Acura,RDX,2023,SUV,"Black, White, Gray",Gasoline,Automatic,135,"39,000",4.7/5,"1,900"
83a34330-3392-11ee-872d-0242ac120002,Mazda,Mazda6,2023,Sedan,"White, Red, Gray",Gasoline,Automatic,130,"24,325",4.7/5,"1,200"
83b37e1c-3392-11ee-872d-0242ac120002,Lexus,RX,2023,SUV,"White, Black, Gray",Gasoline,Automatic,130,"48,500",4.8/5,"1,800"
83c3e202-3392-11ee-872d-0242ac120002,Kia,Sportage,2023,SUV,"Blue, White, Black",Gasoline,CVT,130,"25,000",4.6/5,"2,000"
83d1d2d6-3392-11ee-872d-0242ac120002,BMW,5 Series,2023,Sedan,"White, Black, Gray",Gasoline,Automatic,130,"54,200",4.8/5,"2,200"
83dfd73c-3392-11ee-872d-0242ac120002,Ford,Escape,2023,SUV,"Blue, White, Black",Gasoline,Automatic,130,"27,650",4.6/5,"1,500"
83ee0820-3392-11ee-872d-0242ac120002,Infiniti,QX50,2023,SUV,"Blue, Black, White",Gasoline,Automatic,135,"40,100",4.7/5,"1,800"
83fc001a-3392-11ee-872d-0242ac120002,Nissan,Pathfinder,2023,SUV,"Black, White, Gray",Gasoline,Automatic,120,"33,410",4.6/5,"1,600"
840cbaea-3392-11ee-872d-0242ac120002,Volvo,XC60,2023,SUV,"Black, White, Silver",Gasoline,Automatic,140,"42,400",4.8/5,"1,800"
841bb25c-3392-11ee-872d-0242ac120002,Subaru,Legacy,2023,Sedan,"Blue, White, Gray",Gasoline,CVT,130,"22,995",4.7/5,"1,500"
842d0c14-3392-11ee-872d-0242ac120002,Acura,MDX,2023,SUV,"Black, White, Gray",Gasoline,Automatic,130,"46,900",4.7/5,"2,100"
843cb6be-3392-11ee-872d-0242ac120002,Mazda,CX-5,2023,SUV,"Blue, White, Gray",Gasoline,Automatic,130,"55,000",3.4/5,"2,340"
